ID,Name,Category,Subcategory,Region,Status,Primary_Source,Description
B188,Jumbo Braille (Enlarged Braille cells),Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Enlarged Braille cells for reduced tactile sensitivity
B189,Kanji Braille (8-dot),Braille Systems,Specialized - Other,Japan,Active,https://en.wikipedia.org/wiki/Braille_kanji,8-dot Braille system for representing Kanji characters
B190,Legal Braille,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Specialized legal formatting
B191,Medical Braille,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Beyond basic science
B192,Physics Braille,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Specialized notation
B193,Sports Braille,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Goalball beep baseball rules
B194,Statistical notation,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Beyond basic math
B195,Tajweed Braille Notation,Braille Systems,Specialized - Other,International,Active,https://ieeexplore.ieee.org/document/9288429/,Quranic recitation marks in Braille following rasm Uthmani principles
B196,Video game accessibility,Braille Systems,Specialized - Other,International,Active,https://www.perkins.org/resource/world-braille-usage/,Audio cues haptics
T001,Abreu System,Alternative Tactile Scripts,Pre-Braille Embossed,Spain,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Spanish embossed letters (19th c.)
T002,Alston Type,Alternative Tactile Scripts,Pre-Braille Embossed,UK,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,John Alston's embossed Roman capitals; printed whole Bible in 1840
T003,Boston Line Type (Howe's Line Letter),Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Boston_Line_Type,Samuel Gridley Howe's Boston Line using lowercase angular letters
T004,Edmund Frye's System,Alternative Tactile Scripts,Pre-Braille Embossed,UK,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,System using capital letters only (19th century)
T005,Frere's Type,Alternative Tactile Scripts,Pre-Braille Embossed,UK,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,James Hatley Frere's system based on shorthand
T006,Gall's Triangular Alphabet,Alternative Tactile Scripts,Pre-Braille Embossed,Scotland,Historical,https://en.wikipedia.org/wiki/Gall%27s_triangular_alphabet,James Gall's triangular alphabet (1826)
T007,Guillié Script,Alternative Tactile Scripts,Pre-Braille Embossed,France,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Improvement on Haüy's embossed script
T008,Haüy's Embossed Roman Letters,Alternative Tactile Scripts,Pre-Braille Embossed,France,Historical,https://en.wikipedia.org/wiki/Valentin_Ha%C3%BCy,Valentin Haüy's raised italic letters (1784)
T009,Hebold Type,Alternative Tactile Scripts,Pre-Braille Embossed,Germany,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,German raised letter variant
T010,Klein's Stachel-Schrift (Pin Script),Alternative Tactile Scripts,Pre-Braille Embossed,Austria,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Johann Wilhelm Klein's 'Pin Script'
T011,Lucas Type,Alternative Tactile Scripts,Pre-Braille Embossed,UK,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Thomas Lucas's stenographic system (1837)
T012,Mascaró's Shorthand,Alternative Tactile Scripts,Pre-Braille Embossed,Spain,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Spanish tactile shorthand (19th c.)
T013,Melbourne Punctograph,Alternative Tactile Scripts,Pre-Braille Embossed,Australia,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Alternative to Braille in Australia (1870s)
T014,Moon's Embossed Music,Alternative Tactile Scripts,Pre-Braille Embossed,UK,Historical,https://en.wikipedia.org/wiki/Moon_type,Companion to Moon Type (1840s)
T015,Philadelphia Line Type,Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Philadelphia_Line_Type,Julius Reinhold Friedlander's Philadelphia Line
T016,Russ's System,Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Competitor to Howe's Boston Line (1830s)
T017,Smith's "Boston Alphabet",Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Variant competing with American Braille (1870s)
T018,Snider's System,Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Jacob Snider Jr.'s system using rounded letters (1834)
T019,Terzi's System,Alternative Tactile Scripts,Pre-Braille Embossed,Italy,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,One of the earliest attempts at tactile writing (18th century)
T020,Varney System,Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Short-lived American system (19th c.)
T021,Wait's "Point Print",Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Precursor system to NY Point
T022,William Chapin's Combined System,Alternative Tactile Scripts,Pre-Braille Embossed,USA,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Combined Boston Line lowercase with Philadelphia Line capitals (1868)
T023,Ballu's Decapoint / Ballu Writing,Alternative Tactile Scripts,Dot-Based Alternative,Spain,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,10-dot writing system used in Spain
T024,Night Writing (Sonography),Alternative Tactile Scripts,Dot-Based Alternative,France,Historical,https://en.wikipedia.org/wiki/Night_writing,Charles Barbier's tactile 'Ecriture Nocturne' code
T026,Raphigraphy / Decapoint (Louis Braille's),Alternative Tactile Scripts,Dot-Based Alternative,France,Historical,https://en.wikipedia.org/wiki/Raphigraphy,Louis Braille's tactile Latin script (1839)
T027,Standard Braille (Louis Braille's Original),Alternative Tactile Scripts,Dot-Based Alternative,France,Active,https://en.wikipedia.org/wiki/Braille,Louis Braille's 6-dot cell system (1824-present)
T028,BRF (Braille Ready Format),Alternative Tactile Scripts,Modern Alternative,International,Active,https://en.wikipedia.org/wiki/Braille_Ready_File,Digital Braille file standard
T029,BRL (Braille file format),Alternative Tactile Scripts,Modern Alternative,International,Active,https://www.perkins.org/resource/world-braille-usage/,Alternative digital format
T030,DotsPlus,Alternative Tactile Scripts,Modern Alternative,International,Active,https://www.perkins.org/resource/world-braille-usage/,Combines standard Braille with graphical elements
T031,ELIA Frames,Alternative Tactile Scripts,Modern Alternative,USA,Active,https://www.elialife.com/,Geometric shapes within consistent frames
T032,Fakoo,Alternative Tactile Scripts,Modern Alternative,International,Active,https://en.wikipedia.org/wiki/Fakoo,Alexander Fakoó's 3×3 dot grid system (2006-2008)
T033,Fishburne Alphabet,Alternative Tactile Scripts,Modern Alternative,USA,Active,https://www.perkins.org/resource/world-braille-usage/,Raised geometric symbols
T034,Index Braille format,Alternative Tactile Scripts,Modern Alternative,Sweden,Active,https://www.indexbraille.com/,Swedish embosser standard
T035,Mascaro Alphabet,Alternative Tactile Scripts,Modern Alternative,Spain,Historical,https://www.perkins.org/resource/world-braille-usage/,Attempted to combine Braille with flat writing (1900)
T036,Moon Type,Alternative Tactile Scripts,Modern Alternative,UK/International,Active,https://en.wikipedia.org/wiki/Moon_type,Simplified raised-outline characters derived from Latin alphabet
T037,New York Point,Alternative Tactile Scripts,Modern Alternative,USA,Legacy,https://en.wikipedia.org/wiki/New_York_Point,William Bell Wait's braille-like system (1868-1916)
T038,Nyctography,Alternative Tactile Scripts,Modern Alternative,UK,Historical,https://en.wikipedia.org/wiki/Nyctography,Lewis Carroll's square-based alphabet (1891)
T039,PEF (Portable Embosser Format),Alternative Tactile Scripts,Modern Alternative,International,Active,https://www.perkins.org/resource/world-braille-usage/,XML-based Braille format
T040,Quadoo,Alternative Tactile Scripts,Modern Alternative,International,Active,https://en.wikipedia.org/wiki/Quadoo,Alexander Fakoó's square-based alternative to Moon alphabet (2008)
T041,Rila Sign System,Alternative Tactile Scripts,Modern Alternative,Bulgaria,Active,https://www.perkins.org/resource/world-braille-usage/,Alternative alphabet with tactile version
T042,Siekoo,Alternative Tactile Scripts,Modern Alternative,International,Active,https://en.wikipedia.org/wiki/Siekoo,Alexander Fakoó's tactile script for seven-segment displays (2012)
T043,Tactile Calligraphy Systems,Alternative Tactile Scripts,Modern Alternative,International,Active,https://www.perkins.org/resource/world-braille-usage/,Experimental raised cursive or decorative scripts
T044,Tiger Braille,Alternative Tactile Scripts,Modern Alternative,International,Active,https://viewplus.com/,Embossing system format
T045,Vibratese,Alternative Tactile Scripts,Modern Alternative,International,Legacy,https://www.perkins.org/resource/world-braille-usage/,System based on arbitrary symbols using vibration patterns
T046,Braille Signing / Palm Braille,Alternative Tactile Scripts,Finger-Spelling,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Six spots on palm represent Braille cell
T047,Canaan Barrie On-Body Signing,Alternative Tactile Scripts,Finger-Spelling,Scotland,Active,https://sightscotland.org.uk/articles/information-and-advice/introduction-canaan-barrie-body-sign-system,On-body signing for children with multiple disabilities
T048,Haptic Communication,Alternative Tactile Scripts,Finger-Spelling,Scandinavia,Active,https://www.helenkeller.org/resources/haptic-communication-facilitate-braille-instruction-deafblind-adults/,Systematic touch signals on back/arm
T049,Japanese Table-Typing System,Alternative Tactile Scripts,Finger-Spelling,Japan,Active,https://en.wikipedia.org/wiki/Satoshi_Fukushima,Represents five vowels and five major consonants
T050,Lorm Alphabet,Alternative Tactile Scripts,Finger-Spelling,Austria/Germany,Active,https://en.wikipedia.org/wiki/Lorm_alphabet,Touch-based system using palm and finger locations (1881)
T051,Malossi Alphabet,Alternative Tactile Scripts,Finger-Spelling,Italy,Active,https://en.wikipedia.org/wiki/Malossi_alphabet,Tapping/pinching specific finger joints
T052,POP (Print-On-Palm),Alternative Tactile Scripts,Finger-Spelling,International,Active,https://www.helenkeller.org/resources/print-on-palm-pop/,Index finger used to print message into hand
T053,Social Haptic Communication,Alternative Tactile Scripts,Finger-Spelling,Finland/Scandinavia,Active,https://www.russpalmer.com/social-haptic-communication,139+ standardized signals
T054,Spartan Alphabet (Deafblind Manual),Alternative Tactile Scripts,Finger-Spelling,UK/USA,Active,https://en.wikipedia.org/wiki/Deafblind_manual_alphabet,Capital letters drawn on palm
T055,Square Hand,Alternative Tactile Scripts,Finger-Spelling,Historical,Historical,https://deafblind.com/card.html,Writing using pencil and tactile guides
T056,Tadoma,Alternative Tactile Scripts,Finger-Spelling,USA,Active,https://en.wikipedia.org/wiki/Tadoma,Tactile lip-reading with hand on jaw/lips
T057,TaSSeLS (Tactile Signing for Sensory Learners),Alternative Tactile Scripts,Finger-Spelling,International,Active,https://pavpub.com/learning-disability/communication/tassels-tactile-signing-for-sensory-learners-2nd-edition,Touch cues and adapted signs
T058,Two-Hand Manual Alphabet (Tactile),Alternative Tactile Scripts,Finger-Spelling,UK,Active,https://en.wikipedia.org/wiki/Two-handed_manual_alphabets,British two-handed fingerspelling perceived tactilely
T059,Polish Tactile Alphabet,Alternative Tactile Scripts,Finger-Spelling,Poland,Active,https://gluchoniewidomi.pl/en/methods-of-communicating-with-deafblind-people/polish-tactile-alphabet/,Signs lines and circles drawn on the hand
T060,Visual Frame Sign Language (VFSL),Alternative Tactile Scripts,Finger-Spelling,International,Active,https://deafblind.com/card.html,Signing within defined visual frame
T061,Aboriginal Message Sticks,Alternative Tactile Scripts,Ancient/Historical,Australia,Historical,https://en.wikipedia.org/wiki/Message_stick,Carved tactile symbols for communication
T062,Adinkra tactile,Alternative Tactile Scripts,Ancient/Historical,Ghana,Historical,https://en.wikipedia.org/wiki/Adinkra_symbols,Symbol system adaptations
T063,Babington's Arthrologie,Alternative Tactile Scripts,Ancient/Historical,England,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Early finger-joint alphabet system (17th century)
T064,Diderot's System,Alternative Tactile Scripts,Ancient/Historical,France,Historical,https://en.wikipedia.org/wiki/Denis_Diderot,Philosopher's proposed tactile alphabet (1749)
T065,Dr. Thomas Rhodes Armitage's Systems,Alternative Tactile Scripts,Ancient/Historical,UK,Historical,https://en.wikipedia.org/wiki/Thomas_Rhodes_Armitage,Multiple tactile experiments (1860s)
T066,Father Lana's Code (Historical),Alternative Tactile Scripts,Ancient/Historical,Italy,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Nine dots in 3×3 matrix (1617)
T067,Fleischer's System,Alternative Tactile Scripts,Ancient/Historical,Germany,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,German embossed variant (19th c.)
T068,Harsdörffer's Wax Writing,Alternative Tactile Scripts,Ancient/Historical,Germany,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Writing in wax tablets (1651)
T069,Japanese Anma/Amma Tradition,Alternative Tactile Scripts,Ancient/Historical,Japan,Active,https://en.wikipedia.org/wiki/Anma,Traditional Japanese massage practice legally exclusive to blind practitioners during Tokugawa period
T070,Knie's System,Alternative Tactile Scripts,Ancient/Historical,Germany,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Alternative embossed letters (19th c.)
T070,Maria Theresia von Paradis's Method,Alternative Tactile Scripts,Ancient/Historical,Austria,Historical,https://en.wikipedia.org/wiki/Maria_Theresia_von_Paradis,Blind musician's communication system (1780s)
T071,Nsibidi adaptations,Alternative Tactile Scripts,Ancient/Historical,West Africa,Historical,https://en.wikipedia.org/wiki/Nsibidi,Igbo/Ekpe symbolic system
T072,Ogham (tactile use),Alternative Tactile Scripts,Ancient/Historical,Ireland,Historical,https://en.wikipedia.org/wiki/Ogham,Edge-carved alphabet
T073,Peniche's Phonetic System,Alternative Tactile Scripts,Ancient/Historical,Portugal,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Portuguese tactile writing (1800s)
T074,Quipu / Khipu,Alternative Tactile Scripts,Ancient/Historical,Andean/South America,Active,https://en.wikipedia.org/wiki/Quipu,Andean knot-based recording system (2600 BCE–present)
T075,Rampazetto's Engraved Letters,Alternative Tactile Scripts,Ancient/Historical,Italy,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Early carved wooden letters (1575)
T076,Rongorongo,Alternative Tactile Scripts,Ancient/Historical,Easter Island,Historical,https://en.wikipedia.org/wiki/Rongorongo,Easter Island; potentially tactile component
T077,Talking Knots (various),Alternative Tactile Scripts,Ancient/Historical,Africa/Polynesia,Historical,https://en.wikipedia.org/wiki/Quipu,Beyond Quipu; African Polynesian variants
T078,Tally Sticks,Alternative Tactile Scripts,Ancient/Historical,Europe/Asia,Historical,https://en.wikipedia.org/wiki/Tally_stick,Notched recording systems
T079,Wampum Belts,Alternative Tactile Scripts,Ancient/Historical,North America,Historical,https://en.wikipedia.org/wiki/Wampum,Tactile/visual beaded records
T080,Weissenburg's System,Alternative Tactile Scripts,Ancient/Historical,Germany,Historical,https://en.wikipedia.org/wiki/Tactile_alphabet,Early tactile communication methods (1670s)
T081,Backchanneling,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Continuous touch feedback on arm/leg
T082,Back-of-Hand Braille,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Signing Braille on back of hand
T083,Body Braille,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Braille patterns tapped on body
T084,Body-Shift Signing,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Perception of signer's body position changes
T085,Close Vision Signing,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Modified signing for tunnel vision
T086,Co-Active Signing,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Guide physically moves receiver's hands
T087,Co-navigator techniques,Alternative Tactile Scripts,Other Tactile,Europe,Active,https://www.deafblindinternational.org/,European model
T088,Emotional Haptics,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Conveying tone/emotion through touch quality
T089,Environmental description conventions,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Standardized descriptive protocols
T090,Hand-Over-Hand (HOH),Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Receiver places hands over signer's hands
T091,Hand-under-Hand (HUH),Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Receiver places hands under signer's hands
T092,Haptic Environmental Mapping,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Touch-based room/space orientation
T093,Intervenor methodology,Alternative Tactile Scripts,Other Tactile,Canada,Active,https://www.deafblindontario.com/,Canadian DeafBlind support model
T094,Pro-Tactile (PT),Alternative Tactile Scripts,Other Tactile,USA/International,Active,https://en.wikipedia.org/wiki/Protactile,Tactile-sign language developed by DeafBlind community
T095,Protactile Movement conventions,Alternative Tactile Scripts,Other Tactile,USA,Active,https://en.wikipedia.org/wiki/Protactile,PT grammatical innovations
T096,Protactile Points (PTPs),Alternative Tactile Scripts,Other Tactile,USA,Active,https://en.wikipedia.org/wiki/Protactile,Spatial reference system on receiver's body
T097,PTASL (Protactile ASL),Alternative Tactile Scripts,Other Tactile,USA,Active,https://en.wikipedia.org/wiki/Protactile,Distinct from standard tactile ASL
T098,PTASL Grammar,Alternative Tactile Scripts,Other Tactile,USA,Active,https://en.wikipedia.org/wiki/Protactile,Modified ASL grammar for tactile perception
T099,Restricted Field Signing,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Signing within limited visual field
T100,Rhythmic Attention Signals,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Tapping patterns to gain attention
T101,SSP (Support Service Provider) protocols,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Professional DeafBlind support
T102,Supported Typing,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Physical guidance during typing/pointing
T103,Tactile ASL (TASL),Alternative Tactile Scripts,Other Tactile,USA,Active,https://en.wikipedia.org/wiki/Tactile_signing,Hand-over-hand ASL perception
T104,Tactile Auslan,Alternative Tactile Scripts,Other Tactile,Australia,Active,https://en.wikipedia.org/wiki/Tactile_signing,Australian Sign adaptation
T105,Tactile BSL,Alternative Tactile Scripts,Other Tactile,UK,Active,https://en.wikipedia.org/wiki/Tactile_signing,British Sign adaptation
T106,Tactile CSL,Alternative Tactile Scripts,Other Tactile,China,Active,https://en.wikipedia.org/wiki/Tactile_signing,Chinese tactile signing
T107,Tactile DGS,Alternative Tactile Scripts,Other Tactile,Germany,Active,https://en.wikipedia.org/wiki/Tactile_signing,German Sign adaptation
T108,Tactile Graphics Systems,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.tactilegraphics.org/,Use raised lines textures or 3-D prints
T109,Tactile Imagery,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Drawing concepts on body surfaces
T110,Tactile ISL (Indian),Alternative Tactile Scripts,Other Tactile,India,Active,https://en.wikipedia.org/wiki/Tactile_signing,Indian Sign adaptation
T111,Tactile Israeli Sign Language,Alternative Tactile Scripts,Other Tactile,Israel,Active,https://en.wikipedia.org/wiki/Nalaga'at,Israeli Sign adaptation; Na Laga'at cultural center
T112,Tactile JSL,Alternative Tactile Scripts,Other Tactile,Japan,Active,https://en.wikipedia.org/wiki/Tactile_signing,Japanese Sign adaptation
T113,Tactile KSL,Alternative Tactile Scripts,Other Tactile,South Korea,Active,https://en.wikipedia.org/wiki/Tactile_signing,Korean tactile signing
T114,Tactile LIS,Alternative Tactile Scripts,Other Tactile,Italy,Active,https://en.wikipedia.org/wiki/Tactile_signing,Italian tactile signing
T115,Tactile LSE,Alternative Tactile Scripts,Other Tactile,Spain,Active,https://en.wikipedia.org/wiki/Tactile_signing,Spanish tactile signing
T116,Tactile LSF,Alternative Tactile Scripts,Other Tactile,France,Active,https://en.wikipedia.org/wiki/Tactile_signing,French Sign adaptation
T117,Tactile LSQ,Alternative Tactile Scripts,Other Tactile,Canada,Active,https://en.wikipedia.org/wiki/Tactile_signing,Quebec French tactile signing
T118,Tactile Língua Gestual Portuguesa,Alternative Tactile Scripts,Other Tactile,Portugal,Active,https://en.wikipedia.org/wiki/Tactile_signing,Portuguese tactile signing
T119,Tactile Map Symbols (ISO 13125),Alternative Tactile Scripts,Other Tactile,International,Active,https://www.tactilegraphics.org/labels-keys.html,International cartography standard
T120,Tactile Norsk tegnspråk,Alternative Tactile Scripts,Other Tactile,Norway,Active,https://en.wikipedia.org/wiki/Tactile_signing,Norwegian tactile signing
T121,Tactile NZSL,Alternative Tactile Scripts,Other Tactile,New Zealand,Active,https://en.wikipedia.org/wiki/Tactile_signing,New Zealand tactile signing
T122,Tactile RSL,Alternative Tactile Scripts,Other Tactile,Russia,Active,https://en.wikipedia.org/wiki/Tactile_signing,Russian tactile signing
T123,Tactile Sign Language (general),Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Direct tactile perception of hand shapes
T124,Tactile Suomalainen viittomakieli,Alternative Tactile Scripts,Other Tactile,Finland,Active,https://en.wikipedia.org/wiki/Tactile_signing,Finnish tactile signing
T125,Tactile Svenska teckenspråket,Alternative Tactile Scripts,Other Tactile,Sweden,Active,https://en.wikipedia.org/wiki/Tactile_signing,Swedish tactile signing
T126,Tracking,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Tactile_signing,Following signer's hands with own hands
T127,Didymus the Blind's Carved Wooden Letters,Alternative Tactile Scripts,Ancient/Historical,Egypt,Historical,https://en.wikipedia.org/wiki/Didymus_the_Blind,Earliest documented individual tactile reading system (4th century CE)
T128,Tack-Tiles,Alternative Tactile Scripts,Modern Scripts,USA,Active,https://www.tsbvi.edu/,LEGO-like blocks with Braille cells for educational use with students with additional disabilities
T129,Dotty Moon,Alternative Tactile Scripts,Modern Scripts,UK,Active,https://en.wikipedia.org/wiki/Moon_type,Moon Type variant rendered as dot patterns for standard Braille embosser output
T130,Oriental Braille,Alternative Tactile Scripts,Historical Regional Precursors,India,Historical,https://www.thinkerbelllabs.com/,British missionary Braille iterations for Indian languages; precursor to Bharati Braille
T131,Hindustanee Moon Script,Alternative Tactile Scripts,Historical Regional Precursors,India,Historical,https://www.thinkerbelllabs.com/,Moon Type adaptation for Hindi-reading populations predating 1943 unified Indian Braille code
T132,Ningbo Moon Type,Alternative Tactile Scripts,Historical Regional Precursors,China,Historical,https://en.wikipedia.org/wiki/Moon_type,Moon Type adaptation using romanized Ningbo dialect by English missionaries; Gospel of Luke transcribed
T133,Standardized Tactile Symbol Systems (TSBVI),Alternative Tactile Scripts,Other Tactile,USA,Active,https://www.pathstoliteracy.org/,Linguistically-based tactile symbol system with nearly 300 symbols for pre-literacy or alternative literacy
T134,Textured Communication Symbols (Bailey 1992),Alternative Tactile Scripts,Other Tactile,International,Active,https://www.pathstoliteracy.org/,Textured material-based communication symbols for individuals with multiple disabilities
T135,Object/Tangible Symbol Systems,Alternative Tactile Scripts,Other Tactile,International,Active,https://www.nationaldb.org/,Real objects or parts of objects used as symbols for pre-symbolic communication
T136,CapTel / TTY with Braille Display,Alternative Tactile Scripts,Other Tactile,USA/International,Active,https://www.aadb.org/,Captioned telephone and TTY connected with Braille display for deaf-blind telephone access
B197,Pharmacological Braille (EU Directive 2004/27/EC),Braille Systems,Specialized - Other,International,Active,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32004L0027,EU-mandated Braille on pharmaceutical packaging; country-specific drug labeling standards
T137,Optacon (Optical-to-Tactile Converter),Alternative Tactile Scripts,Other Tactile,USA,Historical,https://en.wikipedia.org/wiki/Optacon,Telesensory Systems device (1971–1996) converting print to vibrating pin arrays read by fingertip; landmark tactile reading system
T138,Electrocutaneous Communication,Alternative Tactile Scripts,Other Tactile,USA/International,Research,https://en.wikipedia.org/wiki/Sensory_substitution,Research systems using mild electrical stimulation on skin to encode text/spatial info; notably Bach-y-Rita's work at University of Wisconsin
T139,Cranmer Abacus,Alternative Tactile Scripts,Other Tactile,USA/International,Active,https://en.wikipedia.org/wiki/Cranmer_abacus,Tactile mathematical computation tool with rubber backing; widely used in BVI education (distinct from Saunderson's historical system)
T140,Taylor Frame / Arithmetic Frame,Alternative Tactile Scripts,Other Tactile,UK,Active,https://www.rnib.org.uk/,Tactile math board used in UK schools for the blind
T141,Wayfinding Tactile Ground Surface Indicators (TGSIs),Alternative Tactile Scripts,Other Tactile,International,Active,https://www.iso.org/standard/78445.html,ISO 23599 standardized truncated dome and bar tile patterns; tactile navigation language embedded in infrastructure
T142,Tactile Currency Identification Systems,Alternative Tactile Scripts,Other Tactile,International,Active,https://en.wikipedia.org/wiki/Blind_currency,Distinct tactile features embedded in banknotes for BVI users (raised dots/varying sizes/textured patches); a communication modality
T143,Finger Braille (Yubi-Tenji / 指点字),Alternative Tactile Scripts,Finger-Spelling/Manual,Japan,Active,https://en.wikipedia.org/wiki/Finger_Braille,Six fingers represent Braille dots; sender taps on receiver's fingers to spell characters; widely used in Japanese DeafBlind community
T144,SignWriting (Sutton),Alternative Tactile Scripts,Modern Scripts,USA/International,Active,https://www.signwriting.org/,Visual/tactile notation system for writing any sign language; uses iconic symbols for handshapes movements and facial expressions; has embossed tactile forms
B198,Tifinagh/Amazigh Braille,Braille Systems,Africa and Middle East,Morocco/Algeria/Libya/Niger/Mali,Active,https://www.ircam.ma/,Adapted for Tifinagh script used by Amazigh (Berber) peoples; developed following IRCAM standardization of Neo-Tifinagh
B199,Tigre Braille,Braille Systems,Africa and Middle East,Eritrea,Active,https://www.perkins.org/resource/world-braille-usage/,Adapted for Tigre language; Ge'ez script family; distinct from Tigrinya Braille
T145,Tactile KeSL (Kenyan Sign Language),Alternative Tactile Scripts,Other Tactile,Kenya,Active,https://www.senseintl.org.uk/,Kenyan Sign Language tactile adaptation for DeafBlind community
T146,Tactile Libras (Língua Brasileira de Sinais Tátil),Alternative Tactile Scripts,Other Tactile,Brazil,Active,https://www.grupobrasil.org.br/,Brazilian Sign Language tactile adaptation for DeafBlind community
T147,Tactile SASL (South African Sign Language),Alternative Tactile Scripts,Other Tactile,South Africa,Active,https://www.deafblindsa.co.za/,South African Sign Language tactile adaptation for DeafBlind community
T148,Tactile Thai Sign Language,Alternative Tactile Scripts,Other Tactile,Thailand,Active,https://en.wikipedia.org/wiki/Tactile_signing,Thai Sign Language tactile adaptation for DeafBlind community
T149,Tactile TİD (Türk İşaret Dili),Alternative Tactile Scripts,Other Tactile,Turkey,Active,https://en.wikipedia.org/wiki/Tactile_signing,Turkish Sign Language tactile adaptation for DeafBlind community
T150,Dactilológico en Palma,Alternative Tactile Scripts,Finger-Spelling/Manual,Latin America/Spain,Active,https://www.fasocide.org/,Latin American palm-spelling system; one-handed manual alphabet traced into receiver's palm; widely used in Spanish-speaking DeafBlind communities
B200,Dhivehi Braille,Braille Systems,Asian and Pacific,Maldives,Active,https://www.perkins.org/resource/world-braille-usage/,Adapted for Thaana script of the Maldives
T151,Tactile Cued Speech,Alternative Tactile Scripts,Finger-Spelling/Manual,USA/International,Active,https://www.cuedspeech.org/,Tactile adaptation of Cued Speech; receiver places hand on cuer's hand/face to perceive cue positions and mouth movements
B201,Dance Notation Braille (Labanotation/Benesh),Braille Systems,Specialized - Other,International,Active,https://en.wikipedia.org/wiki/Labanotation,Braille representations of Labanotation and Benesh Movement Notation for encoding choreography
B202,Knitting and Crochet Pattern Braille,Braille Systems,Specialized - Other,International,Active,https://www.rnib.org.uk/,Standardized Braille codes for textile patterns including knitting crochet and needlework instructions
